prop0;prop1;prop2;allprop;;
7.134505271911621094e+00;7.504248809814453125e+01;-2.664741575717926025e-01;5.938492298126220703e+00;7.375341796875000000e+01;-2.867633104324340820e-01
2.382169246673583984e+00;7.923193359375000000e+01;-2.451823800802230835e-01;2.051461696624755859e+00;7.782144927978515625e+01;-2.357519567012786865e-01
1.851466417312622070e+00;8.341250610351562500e+01;-2.418647408485412598e-01;2.038580894470214844e+00;8.191006469726562500e+01;-2.359840869903564453e-01
1.709742784500122070e+00;8.261530303955078125e+01;-2.376638054847717285e-01;1.931290626525878906e+00;8.150222778320312500e+01;-2.351192682981491089e-01
2.944782972335815430e+00;7.504833221435546875e+01;-2.624314129352569580e-01;2.797899007797241211e+00;7.331737518310546875e+01;-2.432443201541900635e-01
2.968042373657226562e+00;6.883480834960937500e+01;-2.819724380970001221e-01;4.366162776947021484e+00;6.716749572753906250e+01;-2.681190371513366699e-01
2.153526544570922852e+00;8.246120452880859375e+01;-2.290900498628616333e-01;2.817151546478271484e+00;8.206214141845703125e+01;-2.299903631210327148e-01
2.595581293106079102e+00;7.908700561523437500e+01;-2.394753098487854004e-01;3.132620096206665039e+00;7.933972930908203125e+01;-2.341154217720031738e-01
1.807310700416564941e+00;8.308493804931640625e+01;-2.476731240749359131e-01;2.011550426483154297e+00;8.145637512207031250e+01;-2.371550500392913818e-01
4.194898605346679688e+00;7.861620330810546875e+01;-2.646420896053314209e-01;3.354352474212646484e+00;7.655989837646484375e+01;-2.567908763885498047e-01
4.187983036041259766e+00;7.059016418457031250e+01;-2.716293334960937500e-01;3.531286716461181641e+00;6.838459014892578125e+01;-2.635922133922576904e-01
1.845442295074462891e+00;8.300147247314453125e+01;-2.376486808061599731e-01;1.940809607505798340e+00;8.203929901123046875e+01;-2.348742783069610596e-01
2.099234104156494141e+00;7.702582550048828125e+01;-2.405201345682144165e-01;2.111455917358398438e+00;7.541776275634765625e+01;-2.380945235490798950e-01
1.634923219680786133e+00;8.283777618408203125e+01;-2.401853054761886597e-01;1.931339383125305176e+00;8.198751068115234375e+01;-2.349544912576675415e-01
1.895361185073852539e+00;7.668353271484375000e+01;-2.449282258749008179e-01;2.063714027404785156e+00;7.500582885742187500e+01;-2.386572957038879395e-01
4.224474430084228516e+00;7.622433471679687500e+01;-2.722826600074768066e-01;3.751323223114013672e+00;7.398153686523437500e+01;-2.612157762050628662e-01
2.608283519744873047e+00;7.563203430175781250e+01;-2.511550188064575195e-01;2.739599227905273438e+00;7.422523498535156250e+01;-2.398358285427093506e-01
1.791542530059814453e+00;8.070030975341796875e+01;-2.367840111255645752e-01;1.912232041358947754e+00;7.981574249267578125e+01;-2.379423975944519043e-01
1.622364997863769531e+00;7.406876373291015625e+01;-2.436658442020416260e-01;2.267767190933227539e+00;7.195864868164062500e+01;-2.399412244558334351e-01
2.181069850921630859e+00;6.966490936279296875e+01;-2.417064309120178223e-01;2.286581039428710938e+00;6.765213775634765625e+01;-2.471172064542770386e-01
2.132170677185058594e+00;7.648937988281250000e+01;-2.411500811576843262e-01;2.352924108505249023e+00;7.494896697998046875e+01;-2.374420762062072754e-01
1.775566101074218750e+00;7.359621429443359375e+01;-2.402256131172180176e-01;2.266200542449951172e+00;7.077949523925781250e+01;-2.403493225574493408e-01
1.672441482543945312e+00;8.310830688476562500e+01;-2.364790737628936768e-01;1.984110355377197266e+00;8.239393615722656250e+01;-2.351808547973632812e-01
3.675105094909667969e+00;7.830499267578125000e+01;-2.488152682781219482e-01;3.535972118377685547e+00;7.995124053955078125e+01;-2.521128356456756592e-01
1.612922072410583496e+00;8.085887908935546875e+01;-2.421379387378692627e-01;1.990519642829895020e+00;7.912380218505859375e+01;-2.395147979259490967e-01
3.931733608245849609e+00;7.578132629394531250e+01;-2.612883448600769043e-01;3.770009040832519531e+00;7.312760162353515625e+01;-2.582675218582153320e-01
2.711507320404052734e+00;7.546380615234375000e+01;-2.459917664527893066e-01;2.709370374679565430e+00;7.327340698242187500e+01;-2.379910647869110107e-01
1.554756164550781250e+00;7.637597656250000000e+01;-2.411077618598937988e-01;2.204267740249633789e+00;7.328041839599609375e+01;-2.347425520420074463e-01
1.586249828338623047e+00;8.239347076416015625e+01;-2.391141206026077271e-01;2.002585887908935547e+00;8.024553680419921875e+01;-2.315375506877899170e-01
2.744328498840332031e+00;7.904326629638671875e+01;-2.354857772588729858e-01;3.447355508804321289e+00;7.847838592529296875e+01;-2.382606267929077148e-01
3.483972072601318359e+00;7.204131317138671875e+01;-2.460649311542510986e-01;3.510376214981079102e+00;6.905445098876953125e+01;-2.475091665983200073e-01
2.591911792755126953e+00;7.150766754150390625e+01;-2.565811574459075928e-01;2.545498371124267578e+00;7.019868469238281250e+01;-2.483385205268859863e-01
1.622142791748046875e+00;8.274288940429687500e+01;-2.382660806179046631e-01;1.929330587387084961e+00;8.157390594482421875e+01;-2.358063012361526489e-01
1.584125757217407227e+00;7.622612762451171875e+01;-2.419625669717788696e-01;2.239469051361083984e+00;7.416833496093750000e+01;-2.364833354949951172e-01
1.952286243438720703e+00;8.186322784423828125e+01;-2.473898530006408691e-01;2.182245254516601562e+00;8.045905303955078125e+01;-2.439952194690704346e-01
2.097789525985717773e+00;7.594794464111328125e+01;-2.445255666971206665e-01;2.246263265609741211e+00;7.405376434326171875e+01;-2.406489253044128418e-01
2.796470165252685547e+00;7.997546386718750000e+01;-2.478628456592559814e-01;3.270704984664916992e+00;8.096085357666015625e+01;-2.411797046661376953e-01
2.349349021911621094e+00;7.060839843750000000e+01;-2.836518287658691406e-01;2.339015483856201172e+00;7.275772857666015625e+01;-2.741878926753997803e-01
3.158684730529785156e+00;7.526397705078125000e+01;-2.578658759593963623e-01;2.844280481338500977e+00;7.448566436767578125e+01;-2.426400482654571533e-01
3.701173782348632812e+00;6.940116882324218750e+01;-2.742169499397277832e-01;4.035310745239257812e+00;6.807233428955078125e+01;-2.717908620834350586e-01
2.674850463867187500e+00;6.990222167968750000e+01;-2.547882199287414551e-01;3.437924146652221680e+00;6.792851257324218750e+01;-2.457059919834136963e-01
2.362820863723754883e+00;7.509767150878906250e+01;-2.430144250392913818e-01;3.058395147323608398e+00;7.537831115722656250e+01;-2.405295073986053467e-01
2.382524490356445312e+00;7.534381866455078125e+01;-2.471361458301544189e-01;3.476323604583740234e+00;7.399916076660156250e+01;-2.510055601596832275e-01
2.158122539520263672e+00;7.944001770019531250e+01;-2.468412965536117554e-01;2.119411706924438477e+00;7.779749298095703125e+01;-2.339552044868469238e-01
1.935975074768066406e+00;8.285672760009765625e+01;-2.457839548587799072e-01;2.114188671112060547e+00;8.209977722167968750e+01;-2.354700267314910889e-01
1.607062578201293945e+00;8.331921386718750000e+01;-2.475490570068359375e-01;2.034014463424682617e+00;8.148963165283203125e+01;-2.361667752265930176e-01
3.701134920120239258e+00;7.450567626953125000e+01;-2.588604092597961426e-01;3.696136474609375000e+00;7.236180877685546875e+01;-2.591900527477264404e-01
1.953165531158447266e+00;7.635516357421875000e+01;-2.526864707469940186e-01;2.215028762817382812e+00;7.372494506835937500e+01;-2.412143945693969727e-01
2.142046689987182617e+00;7.848393249511718750e+01;-2.446086108684539795e-01;2.158275604248046875e+00;7.741519165039062500e+01;-2.355132699012756348e-01
2.120055675506591797e+00;7.885580444335937500e+01;-2.456443011760711670e-01;2.102756023406982422e+00;7.661366271972656250e+01;-2.355515807867050171e-01
1.643463850021362305e+00;7.866606140136718750e+01;-2.421625852584838867e-01;2.214097023010253906e+00;7.554355621337890625e+01;-2.311982363462448120e-01
2.237873792648315430e+00;7.217224884033203125e+01;-2.509295642375946045e-01;2.265062332153320312e+00;6.976523590087890625e+01;-2.405311763286590576e-01
1.790166497230529785e+00;8.271340179443359375e+01;-2.360975146293640137e-01;2.018532752990722656e+00;8.207924652099609375e+01;-2.320758104324340820e-01
2.269254684448242188e+00;7.964608001708984375e+01;-2.386288940906524658e-01;2.380088090896606445e+00;7.803930664062500000e+01;-2.330686151981353760e-01
1.679055094718933105e+00;7.696407318115234375e+01;-2.462967038154602051e-01;2.268705606460571289e+00;7.469326019287109375e+01;-2.347578704357147217e-01
1.833300352096557617e+00;7.693759918212890625e+01;-2.451023459434509277e-01;2.111411094665527344e+00;7.484291839599609375e+01;-2.369511127471923828e-01
1.410990118980407715e+00;8.274204254150390625e+01;-2.422566413879394531e-01;1.955697536468505859e+00;8.125782012939453125e+01;-2.362158000469207764e-01
1.606692433357238770e+00;7.977601623535156250e+01;-2.277460396289825439e-01;2.380117416381835938e+00;7.758084106445312500e+01;-2.301688492298126221e-01
2.170028448104858398e+00;7.892392730712890625e+01;-2.371755242347717285e-01;2.356295108795166016e+00;7.742784881591796875e+01;-2.335430979728698730e-01
2.076289415359497070e+00;7.598045349121093750e+01;-2.440209537744522095e-01;2.240067481994628906e+00;7.325735473632812500e+01;-2.348022758960723877e-01
1.992063283920288086e+00;8.311569213867187500e+01;-2.403149008750915527e-01;2.076257467269897461e+00;8.280393981933593750e+01;-2.366257160902023315e-01
1.101207447052001953e+01;7.610248565673828125e+01;-1.959822773933410645e-01;3.486514568328857422e+00;7.341492462158203125e+01;-2.423264384269714355e-01
2.031159877777099609e+00;8.424993133544921875e+01;-2.433697283267974854e-01;1.973550081253051758e+00;8.361929321289062500e+01;-2.340113222599029541e-01
1.574138164520263672e+00;8.453356933593750000e+01;-2.460101246833801270e-01;1.931955814361572266e+00;8.344519042968750000e+01;-2.354305088520050049e-01
3.934058189392089844e+00;7.868974304199218750e+01;-2.576528489589691162e-01;3.554913759231567383e+00;7.603519439697265625e+01;-2.513970136642456055e-01
1.155149936676025391e+00;9.203458404541015625e+01;-2.407742887735366821e-01;1.507762551307678223e+00;9.368165588378906250e+01;-2.527237534523010254e-01
1.644656896591186523e+00;8.411663055419921875e+01;-2.376795262098312378e-01;1.888476848602294922e+00;8.482412719726562500e+01;-2.514545619487762451e-01
4.923739433288574219e+00;7.800453186035156250e+01;-2.540218234062194824e-01;3.073296546936035156e+00;8.165727996826171875e+01;-2.639098167419433594e-01
5.319000720977783203e+00;7.821693420410156250e+01;-2.568790316581726074e-01;2.898963212966918945e+00;8.200315093994140625e+01;-2.685263752937316895e-01
9.034148454666137695e-01;9.148097991943359375e+01;-2.345820069313049316e-01;1.492901563644409180e+00;9.234774780273437500e+01;-2.439268976449966431e-01
1.400958657264709473e+00;8.535926055908203125e+01;-2.380709350109100342e-01;1.633051395416259766e+00;8.619001007080078125e+01;-2.486908733844757080e-01
2.546952247619628906e+00;7.983086395263671875e+01;-2.576270997524261475e-01;2.080717086791992188e+00;8.192436981201171875e+01;-2.443753778934478760e-01
1.337235212326049805e+00;8.029421997070312500e+01;-2.686683535575866699e-01;2.347559928894042969e+00;8.146809387207031250e+01;-2.455488294363021851e-01
3.416570901870727539e+00;7.665180206298828125e+01;-2.508569657802581787e-01;2.879013061523437500e+00;7.682627868652343750e+01;-2.417346835136413574e-01
2.920056581497192383e+00;7.648658752441406250e+01;-2.495170533657073975e-01;2.994490146636962891e+00;7.658560180664062500e+01;-2.387161254882812500e-01
1.954037427902221680e+00;7.210150909423828125e+01;-2.716869711875915527e-01;2.638714313507080078e+00;7.250056457519531250e+01;-2.473867535591125488e-01
2.710519075393676758e+00;7.140872192382812500e+01;-2.580901980400085449e-01;2.469623327255249023e+00;7.274600982666015625e+01;-2.426836341619491577e-01
9.004475474357604980e-01;9.136941528320312500e+01;-2.416201531887054443e-01;1.542843699455261230e+00;9.216493225097656250e+01;-2.383949756622314453e-01
1.320491552352905273e+00;8.614768981933593750e+01;-2.426703870296478271e-01;1.797230243682861328e+00;8.625479888916015625e+01;-2.360541671514511108e-01
1.646129369735717773e+00;8.023643493652343750e+01;-2.463927865028381348e-01;1.921541810035705566e+00;7.981551361083984375e+01;-2.371985614299774170e-01
3.555500268936157227e+00;8.019187164306640625e+01;-2.651929259300231934e-01;3.207554340362548828e+00;7.955659484863281250e+01;-2.596733272075653076e-01
2.745229721069335938e+00;7.170088195800781250e+01;-2.750932574272155762e-01;3.134386301040649414e+00;7.277505493164062500e+01;-2.604410350322723389e-01
3.549256563186645508e+00;7.557994842529296875e+01;-2.617401778697967529e-01;3.326709270477294922e+00;7.608365631103515625e+01;-2.667781710624694824e-01
1.480286002159118652e+00;8.581222534179687500e+01;-2.423778176307678223e-01;1.626658797264099121e+00;8.561825561523437500e+01;-2.394999414682388306e-01
2.079978466033935547e+00;8.001771545410156250e+01;-2.487137317657470703e-01;1.782704710960388184e+00;7.928199768066406250e+01;-2.424409389495849609e-01
9.662533402442932129e-01;9.094184112548828125e+01;-2.424536794424057007e-01;1.484279751777648926e+00;9.138542938232421875e+01;-2.389028072357177734e-01
1.755573272705078125e+00;7.976235198974609375e+01;-2.454711198806762695e-01;1.877188324928283691e+00;7.861380004882812500e+01;-2.383657991886138916e-01
1.456200838088989258e+00;7.959606933593750000e+01;-2.463968694210052490e-01;2.046919107437133789e+00;7.797507476806640625e+01;-2.340494394302368164e-01
2.000169277191162109e+00;7.787360382080078125e+01;-2.464117407798767090e-01;1.975002527236938477e+00;7.755410003662109375e+01;-2.418265640735626221e-01
1.244455814361572266e+00;8.471469879150390625e+01;-2.409214973449707031e-01;1.597021341323852539e+00;8.503447723388671875e+01;-2.427759319543838501e-01
1.930637121200561523e+00;8.049875640869140625e+01;-2.384944707155227661e-01;2.207980155944824219e+00;8.049288177490234375e+01;-2.365753352642059326e-01
1.498267173767089844e+00;7.769317626953125000e+01;-2.421192973852157593e-01;1.906565666198730469e+00;7.713204193115234375e+01;-2.407386302947998047e-01
1.895990610122680664e+00;7.784969329833984375e+01;-2.406684160232543945e-01;1.778524994850158691e+00;7.738630676269531250e+01;-2.441284060478210449e-01
1.405625939369201660e+00;8.400798797607421875e+01;-2.398690879344940186e-01;1.604776382446289062e+00;8.385122680664062500e+01;-2.418142557144165039e-01
1.902796745300292969e+00;8.092793273925781250e+01;-2.212451398372650146e-01;2.074359893798828125e+00;7.989376831054687500e+01;-2.361788302659988403e-01
1.980298042297363281e+00;7.989826965332031250e+01;-2.336664199829101562e-01;2.167017698287963867e+00;7.979563903808593750e+01;-2.371834367513656616e-01
2.128600835800170898e+00;7.759533691406250000e+01;-2.389355003833770752e-01;1.767775535583496094e+00;7.669729614257812500e+01;-2.443409413099288940e-01
9.296373724937438965e-01;8.982759094238281250e+01;-2.412165403366088867e-01;1.439607143402099609e+00;9.031953430175781250e+01;-2.406622618436813354e-01
1.252912044525146484e+00;8.396173858642578125e+01;-2.423419207334518433e-01;1.706400632858276367e+00;8.367134857177734375e+01;-2.385195791721343994e-01
2.173962354660034180e+00;7.704662322998046875e+01;-2.440619170665740967e-01;1.956609010696411133e+00;7.598252105712890625e+01;-2.413531839847564697e-01
2.625855445861816406e+00;7.947776794433593750e+01;-2.439640760421752930e-01;2.432376623153686523e+00;7.819915771484375000e+01;-2.398041188716888428e-01
2.717969179153442383e+00;8.383078002929687500e+01;-2.414357513189315796e-01;2.519656419754028320e+00;8.391488647460937500e+01;-2.440762817859649658e-01
3.140433788299560547e+00;7.632095336914062500e+01;-2.415679395198822021e-01;2.950781822204589844e+00;7.544639587402343750e+01;-2.420170456171035767e-01
2.183666467666625977e+00;7.986004638671875000e+01;-2.463438510894775391e-01;1.783378601074218750e+00;7.915497589111328125e+01;-2.399857342243194580e-01
1.868520975112915039e+00;7.971842956542968750e+01;-2.473251670598983765e-01;1.900828480720520020e+00;7.892266845703125000e+01;-2.368731200695037842e-01
1.114088654518127441e+00;8.391860198974609375e+01;-2.471207976341247559e-01;1.696329116821289062e+00;8.357176971435546875e+01;-2.389036566019058228e-01
1.347366333007812500e+00;8.406021881103515625e+01;-2.461394518613815308e-01;1.577465295791625977e+00;8.380495452880859375e+01;-2.421318292617797852e-01
9.447492957115173340e-01;9.102107238769531250e+01;-2.444041073322296143e-01;1.461905837059020996e+00;9.112728881835937500e+01;-2.408760786056518555e-01
2.600922584533691406e+00;8.361223602294921875e+01;-2.474091351032257080e-01;2.324186325073242188e+00;8.396584320068359375e+01;-2.400184571743011475e-01
2.440204858779907227e+00;7.446176910400390625e+01;-2.548516392707824707e-01;2.407658576965332031e+00;7.484839630126953125e+01;-2.439306676387786865e-01
3.416359186172485352e+00;7.624333190917968750e+01;-2.478979080915451050e-01;2.596569538116455078e+00;7.577404022216796875e+01;-2.411396503448486328e-01
2.517279386520385742e+00;8.119087219238281250e+01;-2.508746087551116943e-01;2.242250204086303711e+00;8.221754455566406250e+01;-2.531425356864929199e-01
4.518523216247558594e+00;7.529120635986328125e+01;-2.852827310562133789e-01;3.315176486968994141e+00;7.916764068603515625e+01;-2.664870917797088623e-01
5.245545864105224609e+00;7.527124786376953125e+01;-2.503673434257507324e-01;3.807408571243286133e+00;8.075305175781250000e+01;-2.569108605384826660e-01
4.163037776947021484e+00;7.556100463867187500e+01;-2.587548196315765381e-01;3.235109806060791016e+00;7.902769470214843750e+01;-2.410648763179779053e-01
3.743625879287719727e+00;7.011090087890625000e+01;-2.730895876884460449e-01;2.940808296203613281e+00;7.308992004394531250e+01;-2.441155314445495605e-01
2.910593032836914062e+00;7.960476684570312500e+01;-2.495820820331573486e-01;2.283726692199707031e+00;8.077256774902343750e+01;-2.384660243988037109e-01
3.125299453735351562e+00;8.334203338623046875e+01;-2.441219091415405273e-01;2.617068290710449219e+00;8.469323730468750000e+01;-2.389867901802062988e-01
3.523519754409790039e+00;7.597589111328125000e+01;-2.469234466552734375e-01;2.877454519271850586e+00;7.736044311523437500e+01;-2.438208013772964478e-01
2.116061687469482422e+00;8.278279876708984375e+01;-2.512191832065582275e-01;2.084854602813720703e+00;8.313021850585937500e+01;-2.437503635883331299e-01
2.448135614395141602e+00;7.535452270507812500e+01;-2.564101815223693848e-01;2.292141914367675781e+00;7.561524963378906250e+01;-2.489420175552368164e-01
3.254066705703735352e+00;7.136565399169921875e+01;-2.540895044803619385e-01;2.523356914520263672e+00;7.254275512695312500e+01;-2.434337437152862549e-01
3.223522186279296875e+00;7.119138336181640625e+01;-2.581482529640197754e-01;2.534996032714843750e+00;7.218074798583984375e+01;-2.461194097995758057e-01
2.490149259567260742e+00;7.984800720214843750e+01;-2.509956657886505127e-01;3.350781202316284180e+00;8.069821166992187500e+01;-2.515703141689300537e-01
2.187448024749755859e+00;7.468752288818359375e+01;-2.639566957950592041e-01;3.018041610717773438e+00;7.617652893066406250e+01;-2.528416216373443604e-01
2.672384738922119141e+00;6.876817321777343750e+01;-2.803787887096405029e-01;3.674147844314575195e+00;7.056066131591796875e+01;-2.801292240619659424e-01
3.834011554718017578e+00;6.432492065429687500e+01;-2.869458794593811035e-01;1.701059818267822266e+00;6.938139343261718750e+01;-2.825716733932495117e-01
2.423574924468994141e+00;7.082859802246093750e+01;-2.530691027641296387e-01;3.445996761322021484e+00;7.199661254882812500e+01;-2.509634196758270264e-01
2.800331592559814453e+00;7.480012512207031250e+01;-2.420274168252944946e-01;3.524342536926269531e+00;7.464282989501953125e+01;-2.552334666252136230e-01
2.506952285766601562e+00;7.482379913330078125e+01;-2.356925606727600098e-01;2.980362176895141602e+00;7.705056762695312500e+01;-2.378285974264144897e-01
3.080375194549560547e+00;7.062052154541015625e+01;-2.434828132390975952e-01;2.929912805557250977e+00;7.253967285156250000e+01;-2.496241331100463867e-01
1.792064428329467773e+00;6.932455444335937500e+01;-2.607686519622802734e-01;3.347109794616699219e+00;6.989028167724609375e+01;-2.551589608192443848e-01
3.478266239166259766e+00;6.522990417480468750e+01;-2.684707343578338623e-01;2.172383785247802734e+00;6.792512512207031250e+01;-2.581848204135894775e-01
2.845249891281127930e+00;7.444632720947265625e+01;-2.439237236976623535e-01;4.131479263305664062e+00;7.149710845947265625e+01;-2.548989057540893555e-01
2.128355026245117188e+00;7.805612945556640625e+01;-2.504789233207702637e-01;2.965834379196166992e+00;7.660437011718750000e+01;-2.498141229152679443e-01
3.073165416717529297e+00;7.919308471679687500e+01;-2.427147626876831055e-01;3.582952499389648438e+00;7.748603057861328125e+01;-2.498068213462829590e-01
2.927327394485473633e+00;7.921976470947265625e+01;-2.291119396686553955e-01;3.100993156433105469e+00;7.964351654052734375e+01;-2.347535043954849243e-01
3.400848627090454102e+00;7.158656311035156250e+01;-2.498283386230468750e-01;2.886829376220703125e+00;7.106218719482421875e+01;-2.561604380607604980e-01
1.975572347640991211e+00;7.435663604736328125e+01;-2.555708885192871094e-01;2.529316186904907227e+00;7.421038818359375000e+01;-2.491047978401184082e-01
2.087244510650634766e+00;6.998790740966796875e+01;-2.559438943862915039e-01;3.042826175689697266e+00;7.002420806884765625e+01;-2.528630793094635010e-01
2.604519844055175781e+00;7.511277008056640625e+01;-2.428526878356933594e-01;3.228753566741943359e+00;7.421866607666015625e+01;-2.472812533378601074e-01
3.426169872283935547e+00;6.641040802001953125e+01;-2.606678307056427002e-01;3.226943016052246094e+00;6.641244506835937500e+01;-2.622926831245422363e-01
2.989303112030029297e+00;7.142440032958984375e+01;-2.457761317491531372e-01;3.909546375274658203e+00;6.930298614501953125e+01;-2.522362768650054932e-01
3.043127059936523438e+00;7.160414123535156250e+01;-2.423769235610961914e-01;3.731629610061645508e+00;6.982537078857421875e+01;-2.495256662368774414e-01
1.872162818908691406e+00;7.030001068115234375e+01;-2.558288574218750000e-01;3.212316989898681641e+00;6.849050903320312500e+01;-2.505564987659454346e-01
2.792908430099487305e+00;6.629880523681640625e+01;-2.464309930801391602e-01;3.630603075027465820e+00;6.536234283447265625e+01;-2.546918392181396484e-01
2.643166542053222656e+00;8.705735778808593750e+01;-2.392259836196899414e-01;2.572558164596557617e+00;8.608599853515625000e+01;-2.405145615339279175e-01
3.122571468353271484e+00;8.509299468994140625e+01;-2.363626211881637573e-01;3.038893699645996094e+00;8.394948577880859375e+01;-2.395424246788024902e-01
3.173496961593627930e+00;7.934515380859375000e+01;-2.422842532396316528e-01;2.993639945983886719e+00;7.901634979248046875e+01;-2.389298826456069946e-01
2.983001708984375000e+00;7.593473052978515625e+01;-2.606768310070037842e-01;3.008035182952880859e+00;7.559691619873046875e+01;-2.445747107267379761e-01
3.003725767135620117e+00;8.230891418457031250e+01;-2.370238304138183594e-01;2.983209371566772461e+00;8.216116333007812500e+01;-2.383324503898620605e-01
3.230067014694213867e+00;7.935001373291015625e+01;-2.274209409952163696e-01;3.121686220169067383e+00;8.000827789306640625e+01;-2.358609139919281006e-01
3.543308496475219727e+00;7.557459259033203125e+01;-2.517119944095611572e-01;3.364866256713867188e+00;7.577054595947265625e+01;-2.447314560413360596e-01
2.385844469070434570e+00;7.909909820556640625e+01;-2.473473995923995972e-01;2.775236129760742188e+00;7.791329193115234375e+01;-2.442944645881652832e-01
2.364579677581787109e+00;8.579900360107421875e+01;-2.436918318271636963e-01;2.569980144500732422e+00;8.496154785156250000e+01;-2.426667809486389160e-01
3.170421123504638672e+00;7.949158477783203125e+01;-2.341464459896087646e-01;3.136439085006713867e+00;7.965597534179687500e+01;-2.459381520748138428e-01
3.145991802215576172e+00;7.400721740722656250e+01;-2.616115212440490723e-01;3.719006538391113281e+00;7.435324096679687500e+01;-2.680968046188354492e-01
2.906063795089721680e+00;7.042570495605468750e+01;-2.821942567825317383e-01;3.636125564575195312e+00;7.147159576416015625e+01;-2.686141133308410645e-01
3.268383026123046875e+00;7.969353485107421875e+01;-2.613213360309600830e-01;3.256431341171264648e+00;7.861014556884765625e+01;-2.487763762474060059e-01
3.507836341857910156e+00;7.482540130615234375e+01;-2.775443494319915771e-01;5.038163661956787109e+00;7.297505950927734375e+01;-2.712854743003845215e-01
2.908494234085083008e+00;7.548898315429687500e+01;-2.563946843147277832e-01;3.302413225173950195e+00;7.541071319580078125e+01;-2.541962862014770508e-01
3.371427536010742188e+00;6.569574737548828125e+01;-2.840655148029327393e-01;4.539371490478515625e+00;6.704470825195312500e+01;-2.748831510543823242e-01
2.890279293060302734e+00;6.524774169921875000e+01;-2.708388268947601318e-01;3.984010696411132812e+00;6.654873657226562500e+01;-2.653932869434356689e-01
2.491065979003906250e+00;7.399038696289062500e+01;-2.498252242803573608e-01;3.399635553359985352e+00;7.273383331298828125e+01;-2.434056997299194336e-01
2.410331010818481445e+00;7.429010009765625000e+01;-2.511104345321655273e-01;2.954923868179321289e+00;7.484844207763671875e+01;-2.454820573329925537e-01
3.149418354034423828e+00;8.249299621582031250e+01;-2.422244548797607422e-01;3.208123683929443359e+00;8.070989227294921875e+01;-2.394395768642425537e-01
3.665235280990600586e+00;7.945962524414062500e+01;-2.536476552486419678e-01;3.588954925537109375e+00;7.798607635498046875e+01;-2.444838285446166992e-01
2.616577863693237305e+00;7.781800842285156250e+01;-2.555199265480041504e-01;2.741248130798339844e+00;7.746335601806640625e+01;-2.412989437580108643e-01
2.582385778427124023e+00;6.607619476318359375e+01;-2.691069841384887695e-01;3.569781303405761719e+00;6.681095123291015625e+01;-2.529014050960540771e-01
3.635415315628051758e+00;7.627082824707031250e+01;-2.527572512626647949e-01;3.372159481048583984e+00;7.503404235839843750e+01;-2.438296675682067871e-01
3.152586221694946289e+00;7.550284576416015625e+01;-2.447628080844879150e-01;3.475480079650878906e+00;7.338117218017578125e+01;-2.405405789613723755e-01
3.722913265228271484e+00;7.174409484863281250e+01;-2.575962543487548828e-01;3.913478612899780273e+00;6.994755554199218750e+01;-2.462064623832702637e-01
2.120486259460449219e+00;7.416529846191406250e+01;-2.490618228912353516e-01;3.404931068420410156e+00;7.300985717773437500e+01;-2.408136129379272461e-01
2.461513757705688477e+00;6.544798278808593750e+01;-2.560688555240631104e-01;3.250706911087036133e+00;6.572580718994140625e+01;-2.478729337453842163e-01
2.537179470062255859e+00;8.104543304443359375e+01;-2.425329387187957764e-01;2.615888833999633789e+00;7.971746063232421875e+01;-2.411980926990509033e-01
2.510603904724121094e+00;8.126866149902343750e+01;-2.432640194892883301e-01;2.586002826690673828e+00;7.989591979980468750e+01;-2.419165819883346558e-01
2.164283037185668945e+00;8.106175231933593750e+01;-2.434058040380477905e-01;2.585204124450683594e+00;7.979023742675781250e+01;-2.380280196666717529e-01
3.113089323043823242e+00;7.879860687255859375e+01;-2.446597665548324585e-01;2.782697916030883789e+00;7.872190856933593750e+01;-2.406050562858581543e-01
2.891173124313354492e+00;7.823157501220703125e+01;-2.555908560752868652e-01;2.125873804092407227e+00;7.762725067138671875e+01;-2.408530861139297485e-01
2.110884428024291992e+00;7.854285430908203125e+01;-2.578697800636291504e-01;2.128497838973999023e+00;7.858704376220703125e+01;-2.425755560398101807e-01
2.314106941223144531e+00;7.174977874755859375e+01;-2.616961002349853516e-01;2.300753593444824219e+00;7.163877105712890625e+01;-2.480905354022979736e-01
2.132412910461425781e+00;6.746150970458984375e+01;-2.537805438041687012e-01;2.752567291259765625e+00;6.688420867919921875e+01;-2.463736087083816528e-01
2.674860477447509766e+00;7.921743011474609375e+01;-2.399413287639617920e-01;2.817516088485717773e+00;7.786076354980468750e+01;-2.440395355224609375e-01
2.412196159362792969e+00;7.230315399169921875e+01;-2.495664805173873901e-01;2.925866603851318359e+00;7.155223083496093750e+01;-2.444218397140502930e-01
2.585068702697753906e+00;8.531283569335937500e+01;-2.373732030391693115e-01;2.627358913421630859e+00;8.426507568359375000e+01;-2.426140010356903076e-01
2.649515628814697266e+00;8.207466888427734375e+01;-2.411857843399047852e-01;2.809691667556762695e+00;8.173241424560546875e+01;-2.414790689945220947e-01
2.173550128936767578e+00;7.959997558593750000e+01;-2.426332831382751465e-01;2.504087686538696289e+00;7.923482513427734375e+01;-2.429030239582061768e-01
3.402210712432861328e+00;7.958301544189453125e+01;-2.343792319297790527e-01;3.335551261901855469e+00;7.910636138916015625e+01;-2.411369979381561279e-01
