prop1;prop2;prop3;allprop
0.735;95.199;-0.296;[0.734930694103241, 95.19900512695312, -0.2959326505661011]
1.405;88.136;-0.287;[1.4052000045776367, 88.13574981689453, -0.2874171733856201]
3.988;87.491;-0.273;[3.9878716468811035, 87.49144744873047, -0.2729155421257019]
3.942;87.396;-0.278;[3.9421682357788086, 87.39553833007812, -0.27761924266815186]
4.07;80.285;-0.279;[4.069882392883301, 80.2852554321289, -0.2790529131889343]
4.08;80.422;-0.274;[4.080418586730957, 80.42191314697266, -0.27425718307495117]
1.519;81.535;-0.287;[1.5185911655426025, 81.53466033935547, -0.286854088306427]
3.516;80.063;-0.279;[3.5162417888641357, 80.06310272216797, -0.2794395685195923]
1.078;88.796;-0.272;[1.0783417224884033, 88.79642486572266, -0.2724953293800354]
4.229;83.595;-0.283;[4.22919225692749, 83.59495544433594, -0.2830509543418884]
4.132;83.636;-0.269;[4.132426738739014, 83.63594818115234, -0.26875025033950806]
4.073;76.331;-0.28;[4.073023796081543, 76.33070373535156, -0.2798609137535095]
1.573;77.79;-0.287;[1.5734474658966064, 77.79034423828125, -0.28713905811309814]
4.131;76.598;-0.283;[4.131124973297119, 76.59751892089844, -0.2833715081214905]
1.018;85.537;-0.29;[1.0181167125701904, 85.5372314453125, -0.28996556997299194]
1.74;82.001;-0.284;[1.7401573657989502, 82.00052642822266, -0.28411298990249634]
3.586;73.432;-0.285;[3.586230516433716, 73.43248748779297, -0.2847878932952881]
3.548;76.814;-0.278;[3.547656297683716, 76.81438446044922, -0.2783847451210022]
1.372;84.588;-0.293;[1.372351050376892, 84.58787536621094, -0.29271411895751953]
4.095;79.641;-0.283;[4.094853401184082, 79.64144897460938, -0.28299999237060547]
4.24;76.0;-0.278;[4.239774703979492, 75.99984741210938, -0.2779925465583801]
4.29;72.429;-0.283;[4.289551258087158, 72.4291763305664, -0.28330790996551514]
4.089;78.429;-0.287;[4.088784217834473, 78.42916107177734, -0.28650087118148804]
3.95;79.455;-0.294;[3.949561357498169, 79.45484924316406, -0.2936442494392395]
4.817;73.936;-0.296;[4.817302227020264, 73.93578338623047, -0.29626601934432983]
0.81;84.472;-0.286;[0.8103317618370056, 84.4718246459961, -0.2862197160720825]
1.613;84.532;-0.287;[1.6127219200134277, 84.53238677978516, -0.28678107261657715]
3.62;77.795;-0.274;[3.6204833984375, 77.79521942138672, -0.27413833141326904]
2.667;88.966;-0.29;[2.6665823459625244, 88.9662857055664, -0.2898726463317871]
3.449;85.487;-0.279;[3.448833465576172, 85.48666381835938, -0.27883458137512207]
3.228;78.727;-0.272;[3.2281243801116943, 78.7274169921875, -0.27182942628860474]
3.11;79.294;-0.272;[3.110445499420166, 79.29446411132812, -0.271836519241333]
2.962;71.574;-0.272;[2.962383985519409, 71.57402038574219, -0.27197057008743286]
1.571;92.148;-0.294;[1.5712804794311523, 92.14763641357422, -0.29376280307769775]
2.35;85.233;-0.28;[2.350450277328491, 85.23322296142578, -0.279785692691803]
2.594;78.136;-0.274;[2.593905210494995, 78.13567352294922, -0.27361249923706055]
0.468;98.571;-0.311;[0.4678334593772888, 98.57096099853516, -0.3106945753097534]
1.546;91.453;-0.294;[1.5461084842681885, 91.45307922363281, -0.29440176486968994]
2.047;85.678;-0.274;[2.047043800354004, 85.6784439086914, -0.2743392586708069]
2.532;78.615;-0.272;[2.5317251682281494, 78.61488342285156, -0.27176135778427124]
0.292;95.935;-0.308;[0.2921549081802368, 95.93453216552734, -0.3078305125236511]
1.612;89.074;-0.294;[1.6115591526031494, 89.07447052001953, -0.2936279773712158]
2.118;85.318;-0.279;[2.118159294128418, 85.31829833984375, -0.2794407606124878]
1.941;81.554;-0.28;[1.9414589405059814, 81.55388641357422, -0.27994877099990845]
1.16;89.093;-0.295;[1.160099744796753, 89.09336853027344, -0.29517900943756104]
1.903;82.964;-0.277;[1.9027669429779053, 82.9637222290039, -0.27716565132141113]
2.317;78.92;-0.271;[2.316671133041382, 78.9204330444336, -0.2709602117538452]
1.969;75.594;-0.275;[1.969259262084961, 75.59375762939453, -0.27508413791656494]
1.568;88.323;-0.302;[1.5677967071533203, 88.32291412353516, -0.3022952675819397]
0.834;95.932;-0.318;[0.8339031934738159, 95.93172454833984, -0.3183872699737549]
1.514;88.212;-0.302;[1.5136107206344604, 88.21239471435547, -0.30229490995407104]
3.976;83.432;-0.291;[3.975790500640869, 83.43212127685547, -0.2913135290145874]
1.257;89.019;-0.3;[1.257420301437378, 89.01903533935547, -0.2998586893081665]
3.805;83.316;-0.288;[3.804814338684082, 83.31646728515625, -0.28835344314575195]
1.671;81.246;-0.284;[1.670630693435669, 81.24567413330078, -0.284004271030426]
3.199;82.816;-0.296;[3.1989359855651855, 82.81554412841797, -0.29566091299057007]
2.93;83.487;-0.291;[2.9296271800994873, 83.48724365234375, -0.29122763872146606]
3.716;80.63;-0.269;[3.7156059741973877, 80.6302719116211, -0.26869064569473267]
2.436;78.699;-0.283;[2.4359865188598633, 78.69915771484375, -0.28304076194763184]
1.63;85.246;-0.289;[1.629690170288086, 85.24575805664062, -0.2890776991844177]
1.912;86.785;-0.294;[1.9117741584777832, 86.78507995605469, -0.29447007179260254]
2.953;78.219;-0.285;[2.952781915664673, 78.21862030029297, -0.2849842309951782]
3.962;73.161;-0.292;[3.9621102809906006, 73.16072082519531, -0.29247039556503296]
3.898;80.095;-0.291;[3.8981432914733887, 80.09468078613281, -0.2908152937889099]
4.042;70.983;-0.286;[4.042171955108643, 70.98310089111328, -0.2856345772743225]
2.148;72.291;-0.286;[2.147747755050659, 72.29129028320312, -0.28574270009994507]
3.285;67.299;-0.293;[3.285341739654541, 67.29925537109375, -0.2927367091178894]
2.74;73.181;-0.28;[2.739806890487671, 73.18054962158203, -0.2801095247268677]
2.1;66.332;-0.288;[2.0997254848480225, 66.33177947998047, -0.28771865367889404]
2.451;66.543;-0.29;[2.450605630874634, 66.54338836669922, -0.2895479202270508]
3.93;79.612;-0.279;[3.929764986038208, 79.6117935180664, -0.2792275547981262]
1.458;81.698;-0.285;[1.4579143524169922, 81.69767761230469, -0.2851957082748413]
0.654;94.708;-0.304;[0.6540360450744629, 94.70819854736328, -0.30402910709381104]
1.777;80.742;-0.289;[1.7769603729248047, 80.74164581298828, -0.2888919711112976]
4.166;76.115;-0.287;[4.165721416473389, 76.11474609375, -0.2868971824645996]
3.963;87.22;-0.284;[3.962841272354126, 87.21977996826172, -0.28378599882125854]
4.153;80.499;-0.28;[4.153391361236572, 80.49871063232422, -0.2798876166343689]
1.103;87.903;-0.294;[1.1031402349472046, 87.90274047851562, -0.29446351528167725]
4.052;79.895;-0.276;[4.051767349243164, 79.89461517333984, -0.2755715250968933]
3.729;80.588;-0.273;[3.729038953781128, 80.5881118774414, -0.27300381660461426]
3.897;80.616;-0.269;[3.8974459171295166, 80.61618041992188, -0.26940250396728516]
4.169;76.805;-0.279;[4.168970584869385, 76.80457305908203, -0.2791593074798584]
3.958;76.503;-0.272;[3.957838296890259, 76.50338745117188, -0.27198106050491333]
3.96;72.897;-0.278;[3.9595556259155273, 72.89729309082031, -0.2781902551651001]
3.93;75.704;-0.277;[3.9295341968536377, 75.70377349853516, -0.2772938013076782]
2.42;74.1;-0.279;[2.4196414947509766, 74.10025787353516, -0.27920377254486084]
2.675;83.158;-0.28;[2.675231456756592, 83.1581802368164, -0.2798604965209961]
3.037;76.036;-0.275;[3.0365612506866455, 76.03553009033203, -0.2753821611404419]
2.723;75.93;-0.274;[2.723004102706909, 75.92961120605469, -0.27386534214019775]
2.827;89.6;-0.297;[2.82708477973938, 89.59994506835938, -0.2966538071632385]
2.589;82.64;-0.282;[2.5894763469696045, 82.6402587890625, -0.2816242575645447]
2.582;82.939;-0.289;[2.5824015140533447, 82.93867492675781, -0.2889564037322998]
2.956;76.358;-0.279;[2.955617666244507, 76.35770416259766, -0.27888596057891846]
2.37;76.088;-0.274;[2.369762659072876, 76.08807373046875, -0.2744389772415161]
2.124;85.652;-0.289;[2.1236069202423096, 85.6523208618164, -0.28885799646377563]
1.914;85.157;-0.294;[1.9135146141052246, 85.15657806396484, -0.29415470361709595]
0.143;99.304;-0.32;[0.14272820949554443, 99.30415344238281, -0.3202470541000366]
2.05;85.274;-0.281;[2.049551486968994, 85.2739028930664, -0.2805479168891907]
1.833;84.904;-0.281;[1.8332839012145996, 84.90438842773438, -0.28116363286972046]
2.514;77.838;-0.274;[2.514425277709961, 77.83838653564453, -0.27375882863998413]
1.958;85.518;-0.291;[1.9577722549438477, 85.51754760742188, -0.2906219959259033]
2.502;71.443;-0.275;[2.501845121383667, 71.4432601928711, -0.2754245400428772]
3.336;77.334;-0.28;[3.3358280658721924, 77.3344955444336, -0.28043103218078613]
2.587;77.618;-0.278;[2.587263822555542, 77.61804962158203, -0.2776930332183838]
5.002;87.376;-0.287;[5.002060413360596, 87.37578582763672, -0.2873079180717468]
1.46;95.219;-0.291;[1.460066556930542, 95.21910858154297, -0.2905670404434204]
1.165;95.563;-0.297;[1.1654727458953857, 95.5633544921875, -0.29667985439300537]
1.811;89.094;-0.291;[1.8106424808502197, 89.09410858154297, -0.291019082069397]
2.044;87.144;-0.281;[2.044492244720459, 87.14368438720703, -0.2810472249984741]
5.089;80.389;-0.285;[5.089418411254883, 80.38865661621094, -0.2848551273345947]
4.551;85.833;-0.277;[4.5512590408325195, 85.83316802978516, -0.27660638093948364]
4.002;85.858;-0.284;[4.002095699310303, 85.85809326171875, -0.2839251756668091]
3.859;78.36;-0.276;[3.858548641204834, 78.36018371582031, -0.27636194229125977]
2.099;84.966;-0.276;[2.0986173152923584, 84.96593475341797, -0.2763310670852661]
1.167;94.596;-0.3;[1.166930913925171, 94.59553527832031, -0.29951125383377075]
1.67;93.111;-0.288;[1.6701922416687012, 93.11117553710938, -0.28827327489852905]
1.867;87.664;-0.289;[1.8671400547027588, 87.66423797607422, -0.28908973932266235]
3.007;80.267;-0.276;[3.0067713260650635, 80.26671600341797, -0.2763550877571106]
2.955;78.022;-0.28;[2.954772710800171, 78.02228546142578, -0.28001338243484497]
4.015;67.185;-0.287;[4.014583110809326, 67.18546295166016, -0.2874027490615845]
3.196;80.33;-0.296;[3.1963210105895996, 80.32984161376953, -0.2963680624961853]
3.024;71.08;-0.285;[3.0240318775177, 71.07978057861328, -0.28504669666290283]
2.735;82.542;-0.281;[2.7345964908599854, 82.54161071777344, -0.28113043308258057]
3.043;78.829;-0.261;[3.0428225994110107, 78.82939910888672, -0.26103055477142334]
2.928;75.735;-0.271;[2.9283807277679443, 75.7346420288086, -0.2705393433570862]
3.147;80.608;-0.282;[3.1471970081329346, 80.60848236083984, -0.28197580575942993]
2.764;85.564;-0.286;[2.7643656730651855, 85.56385040283203, -0.2858383059501648]
2.961;79.965;-0.262;[2.961081027984619, 79.96528625488281, -0.2623492479324341]
2.981;80.556;-0.27;[2.98056960105896, 80.55592346191406, -0.2703462243080139]
2.898;73.337;-0.274;[2.898348569869995, 73.33659362792969, -0.27382463216781616]
2.552;73.306;-0.275;[2.5522518157958984, 73.3058090209961, -0.2750575542449951]
2.83;75.422;-0.272;[2.8297247886657715, 75.42166900634766, -0.27204978466033936]
2.748;71.809;-0.266;[2.747922658920288, 71.80858612060547, -0.2660520076751709]
2.507;68.816;-0.276;[2.5066986083984375, 68.81620025634766, -0.27648627758026123]
2.249;79.955;-0.278;[2.2490174770355225, 79.95465850830078, -0.2777162194252014]
2.334;76.415;-0.283;[2.3335440158843994, 76.41524505615234, -0.2827889919281006]
2.454;71.582;-0.264;[2.4535810947418213, 71.5818862915039, -0.2635803818702698]
2.889;68.79;-0.27;[2.8890466690063477, 68.789794921875, -0.2701558470726013]
1.465;91.477;-0.299;[1.4653410911560059, 91.47674560546875, -0.29914820194244385]
0.264;98.183;-0.32;[0.26404839754104614, 98.1830062866211, -0.31979697942733765]
1.557;91.703;-0.296;[1.5568697452545166, 91.70305633544922, -0.29571497440338135]
2.012;85.214;-0.29;[2.011756181716919, 85.21415710449219, -0.28952115774154663]
1.418;91.744;-0.31;[1.4184728860855103, 91.74352264404297, -0.30958640575408936]
2.054;84.746;-0.295;[2.0538289546966553, 84.74613189697266, -0.2952079772949219]
4.079;79.918;-0.276;[4.079453468322754, 79.918212890625, -0.27599066495895386]
1.491;88.019;-0.299;[1.490607738494873, 88.0194320678711, -0.2986844778060913]
4.309;79.395;-0.278;[4.308624744415283, 79.39476013183594, -0.2776375412940979]
0.822;95.119;-0.311;[0.8222211003303528, 95.11933135986328, -0.3111864924430847]
4.209;83.165;-0.29;[4.208922386169434, 83.16477966308594, -0.2899317741394043]
4.238;82.965;-0.275;[4.237594127655029, 82.96479034423828, -0.27503180503845215]
2.013;81.097;-0.282;[2.01267147064209, 81.09746551513672, -0.28249210119247437]
1.318;87.592;-0.29;[1.3183879852294922, 87.59236907958984, -0.28988343477249146]
4.014;79.64;-0.282;[4.01352596282959, 79.6404037475586, -0.2816675305366516]
1.736;81.404;-0.285;[1.7356231212615967, 81.40424346923828, -0.28456437587738037]
3.787;76.171;-0.286;[3.7874176502227783, 76.17100524902344, -0.2859805226325989]
3.821;76.07;-0.28;[3.821215867996216, 76.06983947753906, -0.2803114652633667]
3.644;76.559;-0.29;[3.644052505493164, 76.55888366699219, -0.29026228189468384]
2.054;73.539;-0.285;[2.0543627738952637, 73.53855895996094, -0.28528934717178345]
4.247;75.834;-0.274;[4.2471466064453125, 75.83443450927734, -0.27362555265426636]
4.296;72.4;-0.278;[4.296139240264893, 72.39984130859375, -0.27833014726638794]
4.353;69.052;-0.277;[4.353273868560791, 69.05196380615234, -0.2765699028968811]
3.523;87.488;-0.276;[3.523020029067993, 87.48766326904297, -0.2762609124183655]
3.153;75.747;-0.281;[3.152899980545044, 75.74654388427734, -0.28139227628707886]
2.635;76.299;-0.286;[2.6345055103302, 76.29904174804688, -0.286049485206604]
2.979;80.336;-0.282;[2.9785218238830566, 80.33625793457031, -0.28158092498779297]
2.477;76.468;-0.294;[2.477368116378784, 76.46803283691406, -0.2937869429588318]
2.999;69.056;-0.276;[2.998875856399536, 69.05561065673828, -0.27598142623901367]
2.252;85.457;-0.291;[2.2517471313476562, 85.45704650878906, -0.2910679578781128]
2.563;78.468;-0.277;[2.5628602504730225, 78.46814727783203, -0.2766997218132019]
1.476;92.61;-0.305;[1.4757061004638672, 92.61035919189453, -0.30473190546035767]
2.112;85.351;-0.292;[2.1123337745666504, 85.35115051269531, -0.29161572456359863]
1.927;85.224;-0.282;[1.9269545078277588, 85.22396087646484, -0.2819254994392395]
1.786;85.493;-0.287;[1.78590726852417, 85.49342346191406, -0.2865357995033264]
2.457;78.446;-0.272;[2.457444667816162, 78.44551086425781, -0.2718614339828491]
2.157;78.409;-0.276;[2.1566240787506104, 78.40921783447266, -0.2755787968635559]
2.063;86.143;-0.298;[2.0629212856292725, 86.14295196533203, -0.2983916997909546]
2.4;79.224;-0.277;[2.4002864360809326, 79.22409057617188, -0.27685099840164185]
2.298;78.957;-0.29;[2.297954797744751, 78.95732879638672, -0.29015278816223145]
2.918;71.573;-0.271;[2.9181087017059326, 71.57257843017578, -0.2705804109573364]
2.106;81.697;-0.277;[2.1061034202575684, 81.6966323852539, -0.2768009305000305]
1.907;81.911;-0.279;[1.9066426753997803, 81.91122436523438, -0.27904975414276123]
1.336;88.734;-0.29;[1.3359609842300415, 88.73394012451172, -0.28954923152923584]
2.054;85.487;-0.276;[2.054217576980591, 85.4866714477539, -0.27633005380630493]
2.044;81.713;-0.28;[2.0443203449249268, 81.7133560180664, -0.2801697850227356]
1.847;82.194;-0.286;[1.8474652767181396, 82.1936264038086, -0.2855590581893921]
1.81;82.129;-0.288;[1.8096191883087158, 82.1292953491211, -0.2881197929382324]
1.669;82.269;-0.294;[1.6689441204071045, 82.26911163330078, -0.2944587469100952]
2.296;78.703;-0.285;[2.296175718307495, 78.70269775390625, -0.28519636392593384]
2.05;75.503;-0.287;[2.049708366394043, 75.50265502929688, -0.28735166788101196]
2.049;82.289;-0.282;[2.049182415008545, 82.2887191772461, -0.2824360728263855]
1.638;86.208;-0.276;[1.6382827758789062, 86.20836639404297, -0.27627408504486084]
1.187;93.326;-0.29;[1.1874891519546509, 93.32582092285156, -0.28964871168136597]
1.396;89.406;-0.283;[1.3958356380462646, 89.4061508178711, -0.2832721471786499]
1.912;82.066;-0.27;[1.9121034145355225, 82.06560516357422, -0.26986098289489746]
2.263;79.371;-0.27;[2.26344633102417, 79.37052917480469, -0.26975709199905396]
1.374;85.932;-0.283;[1.374165415763855, 85.9320068359375, -0.2834196090698242]
2.226;78.644;-0.275;[2.226087808609009, 78.64358520507812, -0.2748742699623108]
2.518;81.281;-0.284;[2.51828670501709, 81.28062438964844, -0.28375548124313354]
0.242;95.678;-0.312;[0.2423248291015625, 95.67848205566406, -0.31190478801727295]
1.796;87.907;-0.294;[1.796316146850586, 87.90728759765625, -0.29387956857681274]
1.968;81.852;-0.279;[1.9684808254241943, 81.85220336914062, -0.27880555391311646]
2.149;81.213;-0.277;[2.1487877368927, 81.21339416503906, -0.2767513394355774]
1.274;89.116;-0.294;[1.2742679119110107, 89.11631774902344, -0.2944316267967224]
1.75;82.328;-0.28;[1.7504386901855469, 82.32843780517578, -0.28021401166915894]
1.251;89.404;-0.304;[1.2505199909210205, 89.4044418334961, -0.3041526675224304]
2.476;74.519;-0.267;[2.4755747318267822, 74.51913452148438, -0.26658135652542114]
2.091;89.735;-0.313;[2.0909605026245117, 89.73466491699219, -0.3129498362541199]
1.625;91.946;-0.305;[1.6245441436767578, 91.94567108154297, -0.30520784854888916]
2.21;84.284;-0.29;[2.2103495597839355, 84.28379821777344, -0.2896808385848999]
1.232;91.993;-0.305;[1.2316975593566895, 91.99253845214844, -0.30513423681259155]
1.823;84.126;-0.294;[1.8227722644805908, 84.12621307373047, -0.29381120204925537]
3.034;75.843;-0.276;[3.0337517261505127, 75.84269714355469, -0.27634096145629883]
3.481;84.009;-0.285;[3.4814655780792236, 84.00940704345703, -0.28477853536605835]
3.055;84.567;-0.286;[3.0553433895111084, 84.56676483154297, -0.28596049547195435]
3.403;80.334;-0.279;[3.4027695655822754, 80.33362579345703, -0.27902716398239136]
3.605;77.977;-0.278;[3.6049907207489014, 77.97672271728516, -0.2780187129974365]
3.266;77.26;-0.283;[3.266350507736206, 77.25965881347656, -0.28293919563293457]
2.715;80.8;-0.287;[2.7154295444488525, 80.79997253417969, -0.2869003415107727]
3.315;77.146;-0.277;[3.3152449131011963, 77.14556884765625, -0.2773192524909973]
2.25;81.801;-0.286;[2.249650001525879, 81.80147552490234, -0.2858162522315979]
3.195;73.241;-0.284;[3.1951844692230225, 73.24117279052734, -0.28420889377593994]
3.873;72.979;-0.279;[3.873380422592163, 72.97881317138672, -0.27867501974105835]
2.013;85.34;-0.285;[2.012953996658325, 85.34038543701172, -0.28501075506210327]
2.021;85.883;-0.296;[2.0208375453948975, 85.88288116455078, -0.29554009437561035]
2.335;78.78;-0.282;[2.3347814083099365, 78.7799072265625, -0.28205806016921997]
1.332;92.911;-0.299;[1.331722378730774, 92.91085815429688, -0.29930025339126587]
1.594;86.198;-0.289;[1.5941104888916016, 86.1975326538086, -0.28927773237228394]
1.603;85.822;-0.296;[1.6031198501586914, 85.82218933105469, -0.2959160804748535]
1.796;85.717;-0.283;[1.7956786155700684, 85.7167739868164, -0.2831513285636902]
1.323;89.674;-0.293;[1.3233916759490967, 89.67420959472656, -0.2925702929496765]
1.806;87.197;-0.278;[1.8064353466033936, 87.19743347167969, -0.2781895399093628]
0.315;96.181;-0.298;[0.3145097494125366, 96.18083953857422, -0.2978644371032715]
1.198;89.506;-0.284;[1.1978204250335693, 89.50597381591797, -0.28426873683929443]
0.996;89.911;-0.294;[0.9963201880455017, 89.91085052490234, -0.29375141859054565]
1.71;82.716;-0.294;[1.7098133563995361, 82.71564483642578, -0.2942720055580139]
1.675;82.751;-0.288;[1.675050973892212, 82.75100708007812, -0.2877423167228699]
2.398;84.67;-0.302;[2.3975419998168945, 84.66981506347656, -0.3020278215408325]
2.324;87.843;-0.31;[2.324045181274414, 87.84269714355469, -0.310158371925354]
4.33;76.339;-0.275;[4.32996129989624, 76.3386459350586, -0.2747473120689392]
1.255;89.035;-0.294;[1.2545706033706665, 89.03507232666016, -0.2940014600753784]
3.933;80.642;-0.287;[3.9331204891204834, 80.6422348022461, -0.28705835342407227]
4.403;77.137;-0.288;[4.4029107093811035, 77.13716888427734, -0.2880510687828064]
3.147;90.586;-0.301;[3.146547555923462, 90.5859146118164, -0.30079370737075806]
3.754;82.074;-0.272;[3.7538697719573975, 82.07440948486328, -0.27173835039138794]
3.846;81.078;-0.265;[3.8456308841705322, 81.07759094238281, -0.2652021646499634]
2.662;77.199;-0.29;[2.661534547805786, 77.19940185546875, -0.2896333932876587]
4.093;69.544;-0.274;[4.092962265014648, 69.54447937011719, -0.27428823709487915]
2.668;81.719;-0.288;[2.667987585067749, 81.71892547607422, -0.28791624307632446]
3.052;89.695;-0.273;[3.0521769523620605, 89.69481658935547, -0.27328169345855713]
2.541;82.996;-0.285;[2.540853977203369, 82.99588012695312, -0.2846577763557434]
2.584;82.855;-0.278;[2.5838887691497803, 82.85477447509766, -0.27818500995635986]
2.666;72.789;-0.28;[2.666142225265503, 72.78864288330078, -0.2804800868034363]
2.306;75.041;-0.271;[2.3064966201782227, 75.04080963134766, -0.27135729789733887]
2.932;80.105;-0.282;[2.931683301925659, 80.10498046875, -0.28240489959716797]
3.171;76.148;-0.291;[3.170645236968994, 76.14765930175781, -0.290500283241272]
2.393;82.153;-0.281;[2.3934836387634277, 82.15290069580078, -0.28067153692245483]
2.45;73.256;-0.287;[2.450113534927368, 73.2561264038086, -0.28652316331863403]
2.716;69.791;-0.283;[2.7162604331970215, 69.7913818359375, -0.28257495164871216]
2.777;70.86;-0.276;[2.7765395641326904, 70.8604507446289, -0.2762606739997864]
3.331;82.779;-0.278;[3.330801248550415, 82.779296875, -0.2775351405143738]
3.39;83.225;-0.273;[3.3901422023773193, 83.22509002685547, -0.2728772759437561]
2.838;76.017;-0.275;[2.83756947517395, 76.0169448852539, -0.2746906280517578]
2.518;82.603;-0.294;[2.517760992050171, 82.6025619506836, -0.29416996240615845]
2.928;76.281;-0.276;[2.9280006885528564, 76.28052520751953, -0.2755080461502075]
2.321;79.318;-0.284;[2.320674180984497, 79.31800079345703, -0.2841089963912964]
2.656;76.248;-0.279;[2.655785322189331, 76.2476806640625, -0.2787647843360901]
2.688;76.86;-0.281;[2.6875412464141846, 76.8601303100586, -0.28082752227783203]
2.525;73.204;-0.28;[2.525434970855713, 73.20438385009766, -0.2795901298522949]
3.281;79.937;-0.278;[3.281367063522339, 79.93701934814453, -0.27775293588638306]
3.09;76.52;-0.266;[3.089630603790283, 76.51995086669922, -0.26603418588638306]
3.302;78.047;-0.273;[3.3023593425750732, 78.04696655273438, -0.27339470386505127]
0.724;91.837;-0.295;[0.7238723635673523, 91.83714294433594, -0.2948330044746399]
5.108;80.972;-0.306;[5.107812881469727, 80.9721908569336, -0.3056085705757141]
4.226;83.075;-0.284;[4.226129531860352, 83.07486724853516, -0.28415465354919434]
3.469;79.477;-0.302;[3.469383478164673, 79.47671508789062, -0.3021833300590515]
3.726;78.899;-0.301;[3.725717306137085, 78.89869689941406, -0.30120760202407837]
2.533;86.549;-0.297;[2.532958507537842, 86.54898834228516, -0.29667139053344727]
3.347;84.128;-0.278;[3.3466269969940186, 84.12794494628906, -0.2778136134147644]
3.953;78.021;-0.299;[3.952501058578491, 78.02055358886719, -0.29864490032196045]
2.661;78.624;-0.299;[2.661282539367676, 78.62394714355469, -0.2985525131225586]
1.429;81.809;-0.289;[1.4293016195297241, 81.80913543701172, -0.28890740871429443]
1.971;83.27;-0.279;[1.9714891910552979, 83.27025604248047, -0.27923768758773804]
2.371;84.486;-0.281;[2.3711252212524414, 84.48560333251953, -0.28079092502593994]
0.393;97.844;-0.298;[0.39314329624176025, 97.84356689453125, -0.29766714572906494]
1.127;91.592;-0.281;[1.1273175477981567, 91.59164428710938, -0.28066956996917725]
3.255;75.729;-0.273;[3.254909038543701, 75.72881317138672, -0.2731649875640869]
3.432;85.553;-0.284;[3.4319660663604736, 85.55316925048828, -0.2839180827140808]
3.14;87.343;-0.281;[3.1396501064300537, 87.3429946899414, -0.2807135581970215]
3.336;83.319;-0.277;[3.3360707759857178, 83.31938934326172, -0.2774057388305664]
3.326;80.851;-0.275;[3.3256306648254395, 80.85148620605469, -0.2748461365699768]
3.41;77.049;-0.275;[3.410015821456909, 77.04855346679688, -0.2747125029563904]
3.792;79.865;-0.265;[3.791738986968994, 79.86459350585938, -0.2651606798171997]
3.119;78.99;-0.283;[3.1187870502471924, 78.98976135253906, -0.28292518854141235]
3.482;74.634;-0.282;[3.4818735122680664, 74.6338882446289, -0.2824626564979553]
3.143;72.607;-0.276;[3.1434552669525146, 72.6069107055664, -0.2755717635154724]
1.379;92.301;-0.309;[1.3790538311004639, 92.300537109375, -0.309212327003479]
1.989;85.453;-0.294;[1.9892072677612305, 85.45256042480469, -0.29359740018844604]
1.605;91.831;-0.298;[1.6047871112823486, 91.83074188232422, -0.2981008291244507]
2.371;85.101;-0.276;[2.370936870574951, 85.10071563720703, -0.27565085887908936]
1.638;84.963;-0.284;[1.637610673904419, 84.9627914428711, -0.28430306911468506]
2.051;85.672;-0.297;[2.050893783569336, 85.67158508300781, -0.2967914938926697]
2.425;78.653;-0.273;[2.4250271320343018, 78.6528549194336, -0.2731950283050537]
1.69;85.076;-0.289;[1.6898536682128906, 85.0761489868164, -0.2885624170303345]
2.251;78.786;-0.276;[2.250953435897827, 78.78550720214844, -0.2756246328353882]
2.435;82.588;-0.278;[2.4350948333740234, 82.58818054199219, -0.2783735990524292]
1.342;85.432;-0.288;[1.341931939125061, 85.43201446533203, -0.2876753807067871]
2.263;81.672;-0.27;[2.262519121170044, 81.67176055908203, -0.2700939178466797]
1.69;85.175;-0.273;[1.6898398399353027, 85.17543029785156, -0.2728393077850342]
1.847;82.233;-0.29;[1.8466904163360596, 82.23332214355469, -0.2897847294807434]
1.45;82.458;-0.284;[1.4495630264282227, 82.45780181884766, -0.2844538688659668]
2.419;75.392;-0.266;[2.419095754623413, 75.39218139648438, -0.26646143198013306]
1.69;78.053;-0.271;[1.690004587173462, 78.05332946777344, -0.2712663412094116]
1.77;79.021;-0.285;[1.7701146602630615, 79.02069091796875, -0.28458964824676514]
1.816;75.436;-0.281;[1.8162877559661865, 75.4355239868164, -0.28051310777664185]
2.932;75.281;-0.27;[2.9320766925811768, 75.2805404663086, -0.26992976665496826]
2.33;79.225;-0.267;[2.3296518325805664, 79.2247314453125, -0.26691198348999023]
4.418;83.662;-0.294;[4.417565822601318, 83.66193389892578, -0.29395169019699097]
1.078;88.989;-0.296;[1.0776619911193848, 88.98877716064453, -0.2956000566482544]
4.078;83.785;-0.279;[4.0777411460876465, 83.785400390625, -0.27852702140808105]
4.42;83.258;-0.29;[4.420077800750732, 83.25756072998047, -0.28995758295059204]
4.243;80.532;-0.286;[4.243310451507568, 80.5324478149414, -0.2857919931411743]
1.266;88.505;-0.295;[1.266160249710083, 88.5051498413086, -0.2947657108306885]
4.246;80.592;-0.277;[4.24560546875, 80.5915298461914, -0.2772578001022339]
1.834;81.933;-0.28;[1.8336610794067383, 81.93262481689453, -0.28016042709350586]
4.476;76.351;-0.289;[4.476284503936768, 76.35145568847656, -0.2887883186340332]
4.033;80.377;-0.279;[4.032771110534668, 80.37688446044922, -0.2792813777923584]
2.821;83.64;-0.304;[2.821221113204956, 83.63993072509766, -0.30444031953811646]
4.004;87.263;-0.276;[4.004134654998779, 87.26305389404297, -0.2761342525482178]
4.189;84.019;-0.28;[4.188685894012451, 84.01879119873047, -0.27998995780944824]
